ortho_cluster	name_cluster
EOG09370EFE	Similarity:Contains Zn(2)-C6 fungal-type DNA-binding domain.
EOG09370EG7	Transmembrane:Helical
EOG09370EGI	Pseudouridine synthase, catalytic domain
EOG09370EGL	Zinc finger, C2H2
EOG09370EHC	SANT/Myb domain
EOG09370EHJ	Bromodomain
EOG09370EHZ	Glutamyl/glutaminyl-tRNA synthetase
EOG09370EI2	RNA 3'-terminal phosphate cyclase
EOG09370EIF	WD40 repeat
EOG09370EJN	Similarity:Contains 1 basic helix-loop-helix (bHLH) domain.
EOG09370EKE	Similarity:Contains peptidase S8 domain.
EOG09370EL3	Similarity:Belongs to the cullin family.
EOG09370ELK	Ribonuclease H-like domain
EOG09370ELV	Similarity:Belongs to the carnitine/choline acetyltransferase family.
EOG09370EMD	Leucine-rich repeat domain, L domain-like
EOG09370EN9	Six-hairpin glycosidase-like
EOG09370ENC	Glutamine synthetase
EOG09370EO6	Similarity:Contains VHS domain.
EOG09370EOD	Ribosomal protein S5 domain 2-type fold
EOG09370EOE	Prephenate dehydratase
EOG09370EOY	TGS-like domain
EOG09370EP6	Peptidase C54
EOG09370EPM	Similarity:Belongs to the actin family.
EOG09370EPN	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain
EOG09370EPO	Mitochondrial distribution and morphology protein 34
EOG09370EQ1	Similarity:Contains homeobox DNA-binding domain.
EOG09370EQG	Rad4 beta-hairpin domain 1
EOG09370ER5	Asparagine synthase
EOG09370ER6	Peptidase M18
EOG09370ERD	ATPase, AAA-type, core
EOG09370ERU	PFTB repeat
EOG09370ERY	Transmembrane:Helical
EOG09370ERZ	Transmembrane:Helical
EOG09370ESB	Similarity:Contains FCP1 homology domain.
EOG09370ETD	Transmembrane:Helical
EOG09370ETJ	Similarity:Contains PCI domain.
EOG09370ETL	Methyltransferase type 11
EOG09370ETX	Coproporphyrinogen III oxidase, aerobic
EOG09370EU5	Transmembrane:Helical
EOG09370EUN	Origin recognition complex, subunit 6
EOG09370EV0	Bromodomain
EOG09370EVD	Transmembrane:Helical
EOG09370EVN	Transmembrane:Helical
EOG09370EVQ	Similarity:Belongs to the actin family.
EOG09370EVS	Arginine biosynthesis protein ArgJ
EOG09370EW7	tRNA methyltransferase 13 homolog (S. cerevisiae)
EOG09370EXZ	Transmembrane:Helical
EOG09370EYC	GTP binding domain
EOG09370EYP	WD40 repeat
EOG09370EZ6	Protein kinase domain
EOG09370F00	Similarity:Belongs to the sodium:solute symporter (SSF) (TC 2.A.21) family.
EOG09370F05	Uroporphyrinogen decarboxylase
EOG09370F0O	Flavin-containing monooxygenase
EOG09370F15	Protein MTH1
EOG09370F1A	Bud13
EOG09370F1Q	apoptosis antagonizing transcription factor
EOG09370F2K	Transmembrane:Helical
EOG09370F2Q	Folylpolyglutamate synthetase
EOG09370F34	Mediator complex, subunit Med16
EOG09370F39	Glutamine amidotransferase type 2 domain
EOG09370F3A	Arginase
EOG09370F3K	Transmembrane:Helical
EOG09370F3R	Lipoyl synthase
EOG09370F3T	Rad1/Rec1/Rad17
EOG09370F40	Transmembrane:Helical
EOG09370F47	Deoxyhypusine synthase
EOG09370F4I	dynactin 4 (p62)
EOG09370F4T	Sister chromatid cohesion protein Dcc1
EOG09370F5F	Copper fist DNA-binding domain
EOG09370F5I	RNA (C5-cytosine) methyltransferase
EOG09370F5J	phosphatidylserine decarboxylase
EOG09370F5M	Protein arginine N-methyltransferase
EOG09370F66	Transmembrane:Helical
EOG09370F67	transcription elongation regulator 1
EOG09370F6P	Similarity:Belongs to the tRNA nucleotidyltransferase/poly(A) polymerase family.
EOG09370F75	mitochondrial ribosomal protein S31
EOG09370F8A	Sfi1 spindle body
EOG09370F8F	Similarity:Contains PCI domain.
EOG09370F8Y	Phox homologous domain
EOG09370F90	Transmembrane:Helical
EOG09370FAG	Protein kinase domain
EOG09370FAJ	Inositol monophosphatase
EOG09370FAR	RNA recognition motif domain
EOG09370FAV	Kinetochore protein Ndc80
EOG09370FBM	Transmembrane:Helical
EOG09370FBU	Transmembrane:Helical
EOG09370FCU	P-loop containing nucleoside triphosphate hydrolase
EOG09370FDV	Isocitrate dehydrogenase
EOG09370FEB	family with sequence similarity 161, member B
EOG09370FFP	Similarity:Belongs to the cyclin family.
EOG09370FH0	MgsA AAA+ ATPase C-terminal
EOG09370FH7	Nitrophenylphosphatase-like  domain
EOG09370FI3	Pal1 cell morphology
EOG09370FI9	Similarity:Contains 7 ANK repeats.
EOG09370FIS	alpha-1,2-Mannosidase
EOG09370FJ2	FAD-linked oxidase, C-terminal
EOG09370FJA	Similarity:Contains PCI domain.
EOG09370FJC	TEA/ATTS
EOG09370FJX	Similarity:Contains USP domain.
EOG09370FKF	DNA glycosylase
EOG09370FKI	Plus-3 domain
EOG09370FKN	Aspartate-semialdehyde dehydrogenase
EOG09370FLD	Similarity:Contains PCI domain.
EOG09370FLS	Thiamine thiazole synthase
EOG09370FMK	Transmembrane:Helical
EOG09370FMQ	DEAD/DEAH box helicase domain
EOG09370FMR	Similarity:Contains Zn(2)-C6 fungal-type DNA-binding domain.
EOG09370FN1	Ribosomal protein L4/L1e
EOG09370FN5	SCA7 domain
EOG09370FN9	Transmembrane:Helical
EOG09370FNQ	Hydroxymethylglutaryl-coenzyme A synthase, active site
EOG09370FNS	Transmembrane:Helical
EOG09370FNT	Protein kinase domain
EOG09370FNU	Transmembrane:Helical
EOG09370FO2	hypothetical protein
EOG09370FOH	Transmembrane:Helical
EOG09370FQ0	WHIM1 domain
EOG09370FQI	Peptide hydrolase
EOG09370FQR	Transmembrane:Helical
EOG09370FRI	3-deoxy-D-arabino-heptulosonate 7-phosphate synthase
EOG09370FS3	hypothetical protein
EOG09370FSS	Transmembrane:Helical
EOG09370FT5	Transmembrane:Helical
EOG09370FU8	Similarity:Belongs to the zinc-containing alcohol dehydrogenase family.
EOG09370FUC	Oxysterol-binding protein
EOG09370FUR	Gtr1/RagA G protein
EOG09370FVG	WD40 repeat
EOG09370FVX	eRF1 domain 1/Pelota-like
EOG09370FVZ	Transmembrane:Helical
EOG09370FW4	Transmembrane:Helical
EOG09370FWQ	Flap structure-specific endonuclease
EOG09370FXD	Similarity:Contains 1 RGS domain.
EOG09370FXE	Transmembrane:Helical
EOG09370FXO	RNA polymerase II-associated protein 1, N-terminal
EOG09370FXP	Similarity:Contains 1 F-box domain.
EOG09370FYG	Enhancer of polycomb protein
EOG09370FYM	Transmembrane:Helical
EOG09370FZ4	Haem peroxidase
EOG09370FZA	Zinc finger, C2H2
EOG09370FZN	Serine/threonine-protein phosphatase
EOG09370FZV	Transmembrane:Helical
EOG09370G0S	Pyridoxal phosphate-dependent transferase
EOG09370G1U	Similarity:Contains ADF-H domain.
EOG09370G1V	Acyl-CoA N-acyltransferase
EOG09370G1Y	Similarity:Contains 1 F-box domain.
EOG09370G25	Armadillo-type fold
EOG09370G2A	WD40 repeat
EOG09370G2P	B-block binding subunit of TFIIIC
EOG09370G3E	Transmembrane:Helical
EOG09370G3K	NUDIX hydrolase domain
EOG09370G3U	CobW/HypB/UreG domain
EOG09370G45	Proline oxidase family
EOG09370G4L	SGNH hydrolase-type esterase domain
EOG09370G56	Ribose-phosphate pyrophosphokinase, N-terminal domain
EOG09370G5E	RNA recognition motif domain
EOG09370G5I	Glycosyl transferase, family 3
EOG09370G5M	DnaJ domain
EOG09370G62	Transmembrane:Helical
EOG09370G6I	Similarity:Belongs to the short-chain dehydrogenases/reductases (SDR) family.
EOG09370G75	Oxidoreductase, N-terminal
EOG09370G7P	RNA recognition motif domain
EOG09370G7Z	YAP-binding/ALF4/Glomulin
EOG09370G8S	RAVE subunit 2/Rogdi
EOG09370G8T	Alcohol dehydrogenase superfamily, zinc-type
EOG09370G94	Transmembrane:Helical
EOG09370G95	Leucine-rich repeat domain, L domain-like
EOG09370GAL	Similarity:Contains DH (DBL-homology) domain.
EOG09370GAV	ATPase, AAA-type, core
EOG09370GBJ	Transmembrane:Helical
EOG09370GBL	polymerase (RNA) III (DNA directed) polypeptide E (80kD)
EOG09370GBN	cAMP-dependent protein kinase regulatory subunit
EOG09370GC1	Mitochondrial biogenesis protein AIM24
EOG09370GC2	Vacuolar protein sorting-associate protein Vta1/Callose synthase, N-terminal domain
EOG09370GCB	Histone acetyltransferase Rtt109
EOG09370GCE	Nitrogen permease regulator 3
EOG09370GCJ	Serine/threonine-protein phosphatase
EOG09370GCT	Coronin
EOG09370GD8	Similarity:Contains HECT (E6AP-type E3 ubiquitin-protein ligase) domain.
EOG09370GDK	Protein of unknown function DUF544
EOG09370GDO	Transmembrane:Helical
EOG09370GDP	tRNA (cytidine(32)/guanosine(34)-2-O)-methyltransferase, Trm7
EOG09370GE4	Transmembrane:Helical
EOG09370GEO	Origin recognition complex, subunit 2
EOG09370GES	Potassium channel domain
EOG09370GG0	P-loop containing nucleoside triphosphate hydrolase
EOG09370GGE	Alpha/beta knot methyltransferases
EOG09370GGQ	Diphthamide synthesis DPH1/DPH2
EOG09370GHC	Protein kinase domain
EOG09370GHM	Protein kinase domain
EOG09370GHP	Reduced growth phenotype protein 1
EOG09370GIB	DNA-directed RNA polymerase, RpoA/D/Rpb3-type
EOG09370GIK	COP9 signalosome subunit 5
EOG09370GJ7	Similarity:Contains PCI domain.
EOG09370GJM	Ubiquitin activating enzyme, alpha domain
EOG09370GK0	Transmembrane:Helical
EOG09370GK6	hypothetical protein
EOG09370GK7	Similarity:Contains 1 PH domain.
EOG09370GM8	Zinc finger, RING-type
EOG09370GM9	Transcription factor TFIID, subunit 8, C-terminal
EOG09370GML	Transmembrane:Helical
EOG09370GMV	Protein kinase domain
EOG09370GO4	Transcription factor TFIIB
EOG09370GO8	Transmembrane:Helical
EOG09370GOV	Similarity:Belongs to the PTR2/POT transporter (TC 2.A.17) family.
EOG09370GPA	Zinc finger, C2H2-like
EOG09370GPJ	Transmembrane:Helical
EOG09370GPT	Eukaryotic translation initiation factor 3 subunit I
EOG09370GQI	Nuclear transport factor 2
EOG09370GQW	Inosine-5'-monophosphate dehydrogenase
EOG09370GR1	Transmembrane:Helical
EOG09370GRA	methyltransferase like 14
EOG09370GRZ	Transmembrane:Helical
EOG09370GSA	WD40 repeat
EOG09370GSJ	Zinc finger, C2H2
EOG09370GSM	Similarity:Contains protein kinase domain.
EOG09370GT3	Allantoicase
EOG09370GT6	Similarity:Contains Nop domain.
EOG09370GTC	Transmembrane:Helical
EOG09370GTL	Transmembrane:Helical
EOG09370GUT	Chorismate synthase
EOG09370GV0	Amidase
EOG09370GV9	Transmembrane:Helical
EOG09370GVC	Dihydroorotase homodimeric type
EOG09370GWT	Phospholipase D, phosphatidylserine synthase type
EOG09370GX6	Protein BSP1
EOG09370GX9	Delta-aminolevulinic acid dehydratase
EOG09370GXA	GTP-binding nuclear protein Ran-related
EOG09370GXE	NMT1/THI5 family
EOG09370GXH	Similarity:Belongs to the nucleosome assembly protein (NAP) family.
EOG09370GXN	Similarity:Belongs to the peptidase M16 family.
EOG09370GYX	Similarity:Belongs to the peptidase M16 family.
EOG09370H01	Similarity:Belongs to the GDA1/CD39 NTPase family.
EOG09370H0G	Alpha/Beta hydrolase fold
EOG09370H0M	Methylthioribose-1-phosphate isomerase
EOG09370H0Q	Nucleotide exchange factor Sil1, fungi
EOG09370H0Z	Nucleotide-diphospho-sugar transferases
EOG09370H1N	Serine/threonine-protein phosphatase
EOG09370H1X	Exoribonuclease, phosphorolytic domain 1
EOG09370H1Y	Zinc finger, CCCH-type
EOG09370H25	Ran binding domain
EOG09370H27	WD40 repeat
EOG09370H2O	HAD-superfamily hydrolase, subfamily IIA
EOG09370H2U	CAP Gly-rich domain
EOG09370H33	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain
EOG09370H34	WD40 repeat
EOG09370H38	Similarity:Belongs to the ABC transporter superfamily.
EOG09370H3E	Arsenical pump ATPase, ArsA/GET3
EOG09370H3R	Tyrosine-tRNA ligase
EOG09370H3T	ENTH  domain
EOG09370H42	Fatty acid hydroxylase
EOG09370H4C	TauD/TfdA-like domain
EOG09370H4R	Transmembrane:Helical
EOG09370H4W	Smr domain
EOG09370H54	tRNA-dihydrouridine synthase
EOG09370H5R	Transcription factor IIIC, subunit 5
EOG09370H66	Transmembrane:Helical
EOG09370H68	U3 small nucleolar ribonucleoprotein complex, subunit Mpp10
EOG09370H6T	Rab-GTPase-TBC domain
EOG09370H75	RNA recognition motif domain
EOG09370H83	Transmembrane:Helical
EOG09370H8D	Serine/threonine-protein phosphatase
EOG09370H8H	Similarity:Contains CRAL-TRIO domain.
EOG09370H8V	Actin-related protein 2/3 complex subunit 2
EOG09370H8W	Septin
EOG09370H9Q	Similarity:Contains 1 F-box domain.
EOG09370HA9	Biotin synthase
EOG09370HAC	Srl2p
EOG09370HAG	Aldehyde dehydrogenase domain
EOG09370HAJ	Transmembrane:Helical
EOG09370HAR	Similarity:Belongs to the actin family.
EOG09370HB2	Metal-dependent hydrolase
EOG09370HBJ	Transcription activator GCR1-like domain
EOG09370HBN	Cell division control protein 73, C-terminal
EOG09370HBR	Shugoshin, N-terminal coiled-coil domain
EOG09370HC0	Metal-dependent protein hydrolase
EOG09370HC6	Catalase, mono-functional, haem-containing
EOG09370HC7	Actin family
EOG09370HCZ	Vac17p
EOG09370HD7	Transmembrane:Helical
EOG09370HDJ	Similarity:Contains 3 KH domains.
EOG09370HDY	Replication factor C, C-terminal
EOG09370HF8	Transmembrane:Helical
EOG09370HFH	Transmembrane:Helical
EOG09370HGO	Zinc finger, RING-type
EOG09370HGU	Similarity:Belongs to the mitochondrial carrier (TC 2.A.29) family.
EOG09370HHD	Alpha/Beta hydrolase fold
EOG09370HJP	GLE1-like
EOG09370HKV	Nuclear protein localization protein 4
EOG09370HKW	SAC3/GANP/THP3
EOG09370HLW	Gtr1/RagA G protein
EOG09370HLZ	Alcohol dehydrogenase superfamily, zinc-type
EOG09370HN3	Protein kinase domain
EOG09370HNS	Tetratricopeptide repeat
EOG09370HO3	Domain of unknown function DUF2235
EOG09370HOV	Low temperature viability protein
EOG09370HPM	Protein GDS1
EOG09370HPX	Transmembrane:Helical
EOG09370HQD	Protein kinase domain
EOG09370HQG	Similarity:Belongs to the FPP/GGPP synthase family.
EOG09370HQK	Protein kinase domain
EOG09370HQR	Golgi phosphoprotein 3
EOG09370HRJ	Transmembrane:Helical
EOG09370HRR	WD40 repeat
EOG09370HSJ	Autophagy-related protein 17
EOG09370HST	Transmembrane:Helical
EOG09370HT2	Pyruvate dehydrogenase E1 component subunit beta
EOG09370HT8	Zinc finger, DHHC-type, palmitoyltransferase
EOG09370HTE	WD40 repeat
EOG09370HTS	Similarity:Belongs to the eIF-2B alpha/beta/delta subunits family.
EOG09370HUG	Protein kinase domain
EOG09370HUN	Transmembrane:Helical
EOG09370HVA	Transmembrane:Helical
EOG09370HVI	lipoyltransferase 1
EOG09370HVR	Transmembrane:Helical
EOG09370HVS	Transmembrane:Helical
EOG09370HVY	Protein-tyrosine phosphatase-like
EOG09370HVZ	Transmembrane:Helical
EOG09370HW8	Mitochondrial ribosomal protein MRP51, fungi
EOG09370HWE	Transmembrane:Helical
EOG09370HWI	Transmembrane:Helical
EOG09370HWW	Rab-GTPase-TBC domain
EOG09370HXE	ATP adenylyltransferase
EOG09370HXO	Transmembrane:Helical
EOG09370HY2	NOT2/NOT3/NOT5
EOG09370HYA	Transmembrane:Helical
EOG09370HZJ	GTP binding domain
EOG09370HZL	Zinc finger, C2H2-like
EOG09370I0N	Transmembrane:Helical
EOG09370I0W	Stb1p
EOG09370I1Z	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain
EOG09370I3D	Condensin complex subunit 3
EOG09370I3J	ATP-dependent (S)-NAD(P)H-hydrate dehydratase
EOG09370I57	Ribosomal protein S35, mitochondrial
EOG09370I59	SUN family
EOG09370I64	Adenylosuccinate synthetase
EOG09370I6V	Nucleoporin, Nup133/Nup155-like, N-terminal
EOG09370I6W	Transmembrane:Helical
EOG09370I7R	Cytoplasmic tRNA 2-thiolation protein 1
EOG09370I8E	PNP/MTAP phosphorylase
EOG09370I8L	Similarity:Contains 1 lipoyl-binding domain.
EOG09370I9U	RNA recognition motif domain
EOG09370IBQ	Similarity:Belongs to the cyclin family.
EOG09370ICF	Inositol polyphosphate kinase
EOG09370ID1	T-complex 11
EOG09370ID4	WD40 repeat
EOG09370ID8	i-AAA protease complex subunit Mgr1
EOG09370IDT	Tyrosine specific protein phosphatases domain
EOG09370IDY	WD40 repeat
EOG09370IE0	Enoyl-CoA hydratase/isomerase,  HIBYL-CoA-H type
EOG09370IES	Zinc finger, MIZ-type
EOG09370IF0	NAD(P)-binding domain
EOG09370IF5	Glycine cleavage T-protein, C-terminal barrel domain
EOG09370IF6	Transmembrane:Helical
EOG09370IF8	Glycoside hydrolase, catalytic domain
EOG09370IFE	Pleckstrin homology domain
EOG09370IGK	Ribokinase-like
EOG09370IGZ	Olfactory receptor
EOG09370IH1	Similarity:Belongs to the RecA family.
EOG09370IH5	MEMO1 family
EOG09370IH8	Zinc finger, C2H2
EOG09370IHC	Myristoyl-CoA:protein N-myristoyltransferase
EOG09370IIL	SHQ1, H/ACA ribonucleoprotein assembly factor
EOG09370IJS	Alpha/Beta hydrolase fold
EOG09370IKZ	Transmembrane:Helical
EOG09370ILC	Las1-like
EOG09370ILL	Ribosomal protein L2
EOG09370ILO	PIN domain
EOG09370ILS	Ribophorin I
EOG09370IM8	Glyoxalase I
EOG09370IMU	Vacuolar protein sorting protein 36, GLUE domain
EOG09370IMW	WD40 repeat
EOG09370IND	Basic-leucine zipper domain
EOG09370INJ	Transmembrane:Helical
EOG09370INZ	Zinc finger, RING/FYVE/PHD-type
EOG09370IO1	Gis3p
EOG09370IOP	Aminoacyl-tRNA synthetase, class II
EOG09370IPT	TAFII55 protein, conserved region
EOG09370IPZ	IMP-specific 5-nucleotidase
EOG09370IQI	Sulfurtransferase
EOG09370IQV	WD40 repeat
EOG09370IR1	Similarity:Contains JmjC domain.
EOG09370IR6	Transmembrane:Helical
EOG09370IRS	Similarity:Contains 1 PH domain.
EOG09370IRZ	Transmembrane:Helical
EOG09370IT7	Peptidase M24, methionine aminopeptidase
EOG09370ITY	Similarity:Contains 1 SH3 domain.
EOG09370IU2	CBM21 (carbohydrate binding type-21) domain
EOG09370IUA	GPI-anchor transamidase
EOG09370IV4	Nucleotide-binding alpha-beta plait domain
EOG09370IVH	Adenosine kinase
EOG09370IVN	Serine hydrolase FSH
EOG09370IW3	Dynein family light intermediate chain
EOG09370IW4	Transaldolase
EOG09370IYC	Similarity:Contains VHS domain.
EOG09370IYE	WD40 repeat
EOG09370IYH	Polymerase/histidinol phosphatase-like
EOG09370IYN	Ornithine cyclodeaminase, N-terminal
EOG09370IYW	Similarity:Belongs to the short-chain dehydrogenases/reductases (SDR) family.
EOG09370IYZ	PPM-type phosphatase domain
EOG09370IZ2	EF-hand domain
EOG09370IZ6	Transmembrane:Helical
EOG09370IZH	Similarity:Contains MPN (JAB/Mov34) domain.
EOG09370J08	Transcription factor TFIIB
EOG09370J0E	Tti2 family
EOG09370J1G	Transmembrane:Helical
EOG09370J1U	Similarity:Belongs to the OXA1/ALB3/YidC family.
EOG09370J1W	Protein prenyltransferase, alpha subunit
EOG09370J2X	WD40 repeat
EOG09370J3B	Arfaptin homology (AH) domain/BAR domain
EOG09370J3K	Acyl transferase
EOG09370J3M	MuDR family transposase containing protein
EOG09370J44	Transmembrane:Helical
EOG09370J4C	Cyclin PHO80-like
EOG09370J4E	Transmembrane:Helical
EOG09370J4O	Purine nucleoside phosphorylase
EOG09370J4W	Active Site:Proton donor
EOG09370J6J	Transmembrane:Helical
EOG09370J6K	Phosphoribosylglycinamide synthetase
EOG09370J7D	Transcription elongation factor, TFIIS
EOG09370J7E	Manganese/iron superoxide dismutase
EOG09370J7I	Similarity:Contains ubiquitin-like domain.
EOG09370J7T	Similarity:Belongs to the mitochondrial carrier (TC 2.A.29) family.
EOG09370J8O	Aldo/keto reductase/potassium channel subunit beta
EOG09370J8S	Similarity:Belongs to the Orn/Lys/Arg decarboxylase class-II family.
EOG09370J9L	mRNA (guanine-N(7))-methyltransferase
EOG09370J9M	Histone acetyltransferase
EOG09370JAB	Zinc finger, RING-type
EOG09370JAU	Biotin--acetyl-CoA-carboxylase ligase
EOG09370JAY	S-adenosyl-L-methionine-dependent methyltransferase
EOG09370JB2	Transmembrane:Helical
EOG09370JC1	Transmembrane:Helical
EOG09370JC8	Protein IBD2
EOG09370JCI	Cation efflux protein
EOG09370JDS	Indoleamine 2,3-dioxygenase
EOG09370JDT	Similarity:Contains 1 SET domain.
EOG09370JE3	Similarity:Belongs to the glycosyl hydrolase 17 family.
EOG09370JF1	Prp18
EOG09370JF5	Similarity:Contains SWIRM domain.
EOG09370JFJ	Heat shock protein 70 family
EOG09370JFM	Tyrosyl-DNA phosphodiesterase I
EOG09370JG0	dynactin 2 (p50)
EOG09370JHH	Reticulon-like protein
EOG09370JHK	TUG ubiquitin-like domain
EOG09370JIC	Glycoside hydrolase, family 16
EOG09370JIK	Ribonuclease HII/HIII
EOG09370JJM	Jacalin-like lectin domain
EOG09370JJW	Anaphase-promoting complex subunit Mnd2
EOG09370JLP	Caenorhabditis elegans Protein F46F2.5 (F46F2.5) mRNA, complete cds.
EOG09370JM0	Zinc finger, PHD-type
EOG09370JM1	DEAD/DEAH box helicase domain
EOG09370JN1	Fructose-1,6-bisphosphatase
EOG09370JN2	Transmembrane:Helical
EOG09370JN4	Protein of unknown function DUF2722
EOG09370JNL	GRASP55/65
EOG09370JOC	Peroxisomal biogenesis factor 11
EOG09370JPN	Transmembrane:Helical
EOG09370JR4	Transmembrane:Helical
EOG09370JRH	Vacuolar protein sorting protein 26 related
EOG09370JSA	DNA-directed RNA polymerase, RpoA/D/Rpb3-type
EOG09370JSF	Transmembrane:Helical
EOG09370JSK	Similarity:Contains USP domain.
EOG09370JTD	Transmembrane:Helical
EOG09370JTT	Leucine-rich repeat domain, L domain-like
EOG09370JU5	Transmembrane:Helical
EOG09370JU6	Atg6/Beclin
EOG09370JU8	Ubiquinone biosynthesis O-methyltransferase
EOG09370JVS	Nuclear RNA export factor
EOG09370JW6	Elongator complex protein 4
EOG09370JWB	Ketopantoate reductase, C-terminal domain
EOG09370JY4	Similarity:Belongs to the MIP/aquaporin (TC 1.A.8) family.
EOG09370JYA	Pentatricopeptide repeat-containing protein At1g01970
EOG09370JYD	SPRY domain containing 3
EOG09370JYE	SAPK-interacting protein 1, Pleckstrin-homology domain
EOG09370JYX	Similarity:Contains t-SNARE coiled-coil homology domain.
EOG09370JZ3	Pseudouridine synthase I, TruA
EOG09370JZL	Similarity:Contains CRAL-TRIO domain.
EOG09370JZM	Transmembrane:Helical
EOG09370JZQ	Zinc finger, C2H2
EOG09370K03	SMP-30/Gluconolactonase/LRE-like region
EOG09370K04	Transcription initiation factor TFIID
EOG09370K08	Protein-lysine N-methyltransferase Efm4
EOG09370K0F	NAD(P)-binding domain
EOG09370K0S	LIS1 homology motif
EOG09370K0T	Pyridoxal phosphate-dependent transferase
