ortho_cluster;name_cluster
EOG092D3EMJ;ThiJ/PfpI family-like
EOG092D3EO2;Zinc finger, DHHC-type, palmitoyltransferase
EOG092D3EP4;Hydroxyacylglutathione hydrolase
EOG092D3EQH;Methyltransferase-related
EOG092D3ETR;Serine-threonine protein kinase 19
EOG092D3ETT;DNA/pantothenate metabolism flavoprotein, C-terminal
EOG092D3EW9;Transmembrane:Helical
EOG092D3F04;Ureidoglycolate lyase
EOG092D3F1G;Zinc finger, C2H2
EOG092D3F1T;Alpha/Beta hydrolase fold
EOG092D3F2O;Transcription initiation factor IID, 18kDa subunit
EOG092D3F3H;H/ACA ribonucleoprotein complex, subunit Gar1/Naf1
EOG092D3F6H;Ribosomal protein S8e/ribosomal biogenesis NSA2
EOG092D3F70;Polyprenyl synthetase
EOG092D3F7N;TatD family
EOG092D3F9S;Alcohol dehydrogenase superfamily, zinc-type
EOG092D3FCI;RNA recognition motif domain
EOG092D3FDW;Protein prenyltransferase, alpha subunit
EOG092D3FJV;FAS1 domain
EOG092D3FK5;Ribosomal protein L28/L24
EOG092D3FKE;14-3-3 protein
EOG092D3FLE;U1 snRNP-associated protein Usp108
EOG092D3FND;Zinc finger, CCHC-type
EOG092D3FNW;Nickel/cobalt efflux system
EOG092D3FNY;Zinc finger, C2HC5-type
EOG092D3FOY;Kinetochore Sim4 complex subunit  Fta4
EOG092D3FPD;tRNA (guanine-N-7) methyltransferase catalytic subunit Trm8, eukaryote
EOG092D3FTR;Alpha-N-methyltransferase NTM1
EOG092D3FXD;Nitrophenylphosphatase-like  domain
EOG092D3FYF;AMMECR1
EOG092D3FZC;Transmembrane:Helical
EOG092D3FZH;Transmembrane:Helical
EOG092D3G04;Similarity:Belongs to the zinc-containing alcohol dehydrogenase family.
EOG092D3G1S;Transport protein particle (TRAPP) component
EOG092D3G2Y;monopolin-like complex subunit Mde4
EOG092D3G49;Transmembrane:Helical
EOG092D3G4V;Histone deacetylation protein Rxt3
EOG092D3G78;WD40 repeat
EOG092D3G7O;Asparagine synthase
EOG092D3GBK;WLM domain
EOG092D3GCH;dynein intermediate light chain Dil1
EOG092D3GE2;Similarity:Belongs to the mitochondrial carrier (TC 2.A.29) family.
EOG092D3GEY;Transmembrane:Helical
EOG092D3GGU;Transmembrane:Helical
EOG092D3GHJ;negative regulator of MBF
EOG092D3GK7;Actin family
EOG092D3GMG;TatD family
EOG092D3GMN;Transmembrane:Helical
EOG092D3GMS;Cytochrome c, class IA/ IB
EOG092D3GQH;Transmembrane:Helical
EOG092D3GQT;NUDIX hydrolase domain
EOG092D3GQU;Dihydrofolate reductase
EOG092D3GR4;Spc7 kinetochore protein domain
EOG092D3GSU;Transmembrane:Helical
EOG092D3GWO;Casein kinase II, regulatory subunit
EOG092D3GX0;Transmembrane:Helical
EOG092D3GX9;Transcription initiation factor TFIIE, beta subunit
EOG092D3GZM;Vacuolar protein sorting-associated protein 29
EOG092D3GZY;Sister chromatid cohesion protein Dcc1
EOG092D3H0Q;Zinc finger, MIZ-type
EOG092D3H2D;Pyridoxal phosphate (active vitamin B6) biosynthesis, pyridoxal kinase
EOG092D3H2Z;RNA recognition motif domain
EOG092D3H3Y;NAD(P)-binding domain
EOG092D3H6H;Transmembrane:Helical
EOG092D3H8K;Ribosomal protein L5 eukaryotic/L18 archaeal
EOG092D3H8Y;Transmembrane:Helical
EOG092D3H9M;Hpc2-related domain
EOG092D3HBU;GLE1-like
EOG092D3HE2;XPA
EOG092D3HEW;Superoxide dismutase 1 copper chaperone
EOG092D3HJ3;Proteasome, subunit alpha/beta
EOG092D3HJ6;Hexapeptide repeat
EOG092D3HNP;Methylthioribulose-1-phosphate dehydratase
EOG092D3HO8;Origin recognition complex, subunit 6
EOG092D3HPB;DNA (cytosine-5)-methyltransferase 1, replication foci domain
EOG092D3HPN;Proteasome, subunit alpha/beta
EOG092D3HQ3;Ubiquinone biosynthesis O-methyltransferase
EOG092D3HQ5;Ribose 5-phosphate isomerase, type A
EOG092D3HT7;Ribonuclease H-like domain
EOG092D3HTM;Similarity:Belongs to the protein disulfide isomerase family.
EOG092D3HUP;Similarity:Belongs to the UPF0001 family.
EOG092D3HV9;Prp18
EOG092D3HVD;Transmembrane:Helical
EOG092D3HYG;Ribosomal protein L30, N-terminal
EOG092D3HZJ;Ketopantoate reductase, C-terminal domain
EOG092D3I0C;Transmembrane:Helical
EOG092D3I4P;Ribosomal protein L3
EOG092D3I5T;Similarity:Contains BAR domain.
EOG092D3I99;Transmembrane:Helical
EOG092D3I9A;WD40 repeat
EOG092D3IB3;Transmembrane:Helical
EOG092D3IIV;Transmembrane:Helical
EOG092D3IJD;Transmembrane:Helical
EOG092D3IPZ;Telomere length regulation Stn1, N-terminal
EOG092D3IQI;RNA polymerase II associated factor Paf1
EOG092D3IQQ;WD40 repeat
EOG092D3IQU;Rieske iron-sulphur protein
EOG092D3IT4;Eukaryotic rRNA processing
EOG092D3ITS;Transmembrane:Helical
EOG092D3IVF;Similarity:Contains ubiquitin-like domain.
EOG092D3IX6;Oxidoreductase, FAD-binding domain
EOG092D3IY9;Transmembrane:Helical
EOG092D3IYF;FF domain
EOG092D3IYS;Cyclin PHO80-like
EOG092D3IZ0;O-methyltransferase, family 3
EOG092D3J1C;Transmembrane:Helical
EOG092D3J2L;Transmembrane:Helical
EOG092D3J2Z;mitotic-spindle disanchored Msd1
EOG092D3J3N;Inosine triphosphate pyrophosphatase-like
EOG092D3J3V;Flavoprotein-like domain
EOG092D3J4Y;Ribosomal protein S15
EOG092D3J6B;Proteasome alpha-subunit, N-terminal domain
EOG092D3JA2;Similarity:Contains 1 MADS-box domain.
EOG092D3JA5;Transmembrane:Helical
EOG092D3JAF;Transmembrane:Helical
EOG092D3JAI;Repressor of RNA polymerase III transcription  Maf1
EOG092D3JAM;Transmembrane:Helical
EOG092D3JBH;sequence orphan
EOG092D3JBN;Peroxisomal membrane protein 14
EOG092D3JGK;Similarity:Belongs to the mitochondrial carrier (TC 2.A.29) family.
EOG092D3JGS;Sirtuin family, catalytic core domain
EOG092D3JIA;Transmembrane:Helical
EOG092D3JII;CtIP-related endonuclease
EOG092D3JJ1;Similarity:Contains 1 SET domain.
EOG092D3JJ7;Transmembrane:Helical
EOG092D3JKF;K Homology domain
EOG092D3JKG;Similarity:Belongs to the short-chain dehydrogenases/reductases (SDR) family.
EOG092D3JLV;Proteasome alpha-subunit, N-terminal domain
EOG092D3JLY;Cation efflux protein
EOG092D3JQ0;Nucleotide exchange factor Fes1
EOG092D3JQ9;Kinetochore Sim4 complex subunit Fta2
EOG092D3JQE;Transmembrane:Helical
EOG092D3JQI;Similarity:Contains t-SNARE coiled-coil homology domain.
EOG092D3JQJ;Alpha/beta knot methyltransferases
EOG092D3JU4;Protein of unknown function DUF2373
EOG092D3JWZ;conserved fungal protein
EOG092D3JZ0;Ribokinase
EOG092D3K26;Leucine-rich repeat domain, L domain-like
EOG092D3K2E;Translation initiation factor IF6
EOG092D3K5F;Similarity:Belongs to the mitochondrial carrier (TC 2.A.29) family.
EOG092D3K5U;Transmembrane:Helical
EOG092D3K61;Carbon-nitrogen hydrolase
EOG092D3K68;Similarity:Contains protein kinase domain.
EOG092D3K72;Triosephosphate isomerase
EOG092D3K77;Protein kinase domain
EOG092D3K7R;Ribosomal protein S35, mitochondrial
EOG092D3K82;sequence orphan
EOG092D3K9O;Proteasome alpha-subunit, N-terminal domain
EOG092D3KBF;Ribulose-phosphate 3-epimerase
EOG092D3KC1;Similarity:Belongs to the EF-1-beta/EF-1-delta family.
EOG092D3KF0;Similarity:Contains ubiquitin-like domain.
EOG092D3KG6;Ribosomal protein S10
EOG092D3KGL;Similarity:Belongs to the HisA/HisF family.
EOG092D3KII;Proteasome, subunit alpha/beta
EOG092D3KKD;PWWP domain-containing protein2
EOG092D3KM2;Ribosomal RNA methyltransferase FtsJ domain
EOG092D3KMR;Peroxisome membrane protein, Pex16
EOG092D3KPJ;Proteasome alpha-subunit, N-terminal domain
EOG092D3KPY;Transcriptional regulator TACO1-like
EOG092D3KQM;RNA polymerase II nuclear import protein Iwr1 (predicted)
EOG092D3KQN;26S proteasome complex ubiquitin receptor, subunit Rpn13
EOG092D3KR1;sequence orphan Meu32
EOG092D3KR7;Zinc finger, C2H2
EOG092D3KS6;YEATS
EOG092D3KSF;Phosphomannomutase
EOG092D3KT6;Similarity:Contains 1 KH domain.
EOG092D3KU1;START-like domain
EOG092D3KUW;Alpha/Beta hydrolase fold
EOG092D3KV2;DNA/RNA non-specific endonuclease
EOG092D3KX0;WD40 repeat
EOG092D3KXC;sequence orphan
EOG092D3KXJ;Steadiness box (SB) domain
EOG092D3KYG;Proteasome alpha-subunit, N-terminal domain
EOG092D3KZF;Ribonuclease P, Rpp40
EOG092D3KZO;Sds3-like family protein Dep1
EOG092D3L0X;Transcription elongation factor, TFIIS
EOG092D3L0Z;conserved fungal protein
EOG092D3LA0;Ribosomal protein L1, 2-layer alpha/beta-sandwich
EOG092D3LA8;Mak16 protein
EOG092D3LAQ;Sel1-like repeat
EOG092D3LCX;Methyltransferase type 11
EOG092D3LD3;DnaJ domain
EOG092D3LFS;kinetochore protein Mis17
EOG092D3LGX;Nucleolar, Nop52
EOG092D3LJ4;Transmembrane:Helical
EOG092D3LLM;Ribosome biogenesis protein
EOG092D3LN0;DJ-1/PfpI
EOG092D3LN2;Ribosomal protein L10P
EOG092D3LOI;Similarity:Contains TLC (TRAM/LAG1/CLN8) domain.
EOG092D3LRW;Ribonuclease H-like domain
EOG092D3LSA;Fibrillarin
EOG092D3LT3;DnaJ domain
EOG092D3LVI;Similarity:Contains 1 KH domain.
EOG092D3LXJ;Mediator complex, subunit Med19, fungi
EOG092D3LXY;Carbonic anhydrase
EOG092D3M0N;Ribosomal protein S3Ae
EOG092D3M0P;Elongation complex protein 6
EOG092D3M1H;sequence orphan
EOG092D3M1P;Chorismate mutase, AroQ class, eukaryotic type
EOG092D3M1U;Similarity:Belongs to the mitochondrial carrier (TC 2.A.29) family.
EOG092D3M2H;Ribosome biogenesis protein slx9
EOG092D3M2R;Small GTPase superfamily
EOG092D3M3N;Alcohol dehydrogenase superfamily, zinc-type
EOG092D3M3Y;UBA-like
EOG092D3M3Z;sequence orphan Slt1
EOG092D3M40;UBX domain
EOG092D3M41;Similarity:Contains PCI domain.
EOG092D3M5A;Ribosomal protein S2
EOG092D3M5I;GTP cyclohydrolase 1 type 2/Nif3
EOG092D3M7J;WD40 repeat
EOG092D3MB4;Signal recognition particle, SRP19 subunit
EOG092D3MCD;Transmembrane:Helical
EOG092D3MCU;Enolase-phosphatase E1
EOG092D3MIU;Proteasome, subunit alpha/beta
EOG092D3MKB;Transmembrane:Helical
EOG092D3MLJ;Similarity:Belongs to the iron/ascorbate-dependent oxidoreductase family.
EOG092D3MM0;Chromatin-remodelling complex, RSC SWI/SNF subunit Rsc7/Swp82
EOG092D3MS3;Manganese/iron superoxide dismutase
EOG092D3MTS;NAD(P)-binding domain
EOG092D3MU4;Transmembrane:Helical
EOG092D3MUP;sequence orphan
EOG092D3MWK;Similarity:Contains SWIRM domain.
EOG092D3MYJ;K Homology domain
EOG092D3MYV;Similarity:Contains Arf-GAP domain.
EOG092D3MZ1;Mitochondrial ribosomal protein MRP51, fungi
EOG092D3MZ3;ATPase, F1 complex, gamma subunit
EOG092D3N04;Ubiquinone biosynthesis protein Coq7
EOG092D3N1R;protein sos7
EOG092D3N2O;Glutamine amidotransferase
EOG092D3N3B;Eukaryotic translation initiation factor 3 subunit G
EOG092D3N4J;Glycoside hydrolase, catalytic domain
EOG092D3N5U;Transmembrane:Helical
EOG092D3NFG;Transmembrane:Helical
EOG092D3NKD;Vacuolar import/degradation protein Vid24
EOG092D3NNL;TIP41-like protein
EOG092D3NOC;GTP binding domain
EOG092D3NP4;MOB kinase activator family
EOG092D3NPG;Ribosomal protein S5
EOG092D3NPH;RNA polymerase, subunit H/Rpb5 C-terminal
EOG092D3NPT;switch-activating protein Sap1
EOG092D3NQF;Transmembrane:Helical
EOG092D3NQU;Nuclear fragile X mental retardation-interacting protein 1, conserved domain
EOG092D3NS4;Prephenate dehydratase
EOG092D3NUF;Translation initiation factor IF2/IF5
EOG092D3NUQ;Stc1 domain
EOG092D3NY9;Ribosomal protein L2
EOG092D3NZ5;Meiotically up-regulated gene 1 protein
EOG092D3O42;Vacuolar protein sorting-associated, VPS28
EOG092D3O96;Tudor domain
EOG092D3OBO;Dihydroorotase homodimeric type
EOG092D3ODN;Protein of unknown function DUF947
EOG092D3OE0;Sirtuin family, catalytic core domain
EOG092D3OFD;conserved fungal protein
EOG092D3OFG;DNA glycosylase
EOG092D3OHP;Zinc finger, RING-type
EOG092D3OJ2;TATA-box binding protein
EOG092D3OLG;Ribosomal protein L15
EOG092D3OMQ;Similarity:Belongs to the EMP24/GP25L family.
EOG092D3ON9;NIF system FeS cluster assembly, NifU, C-terminal
EOG092D3OPM;Exoribonuclease, phosphorolytic domain 1
EOG092D3OQ3;Transmembrane:Helical
EOG092D3OQG;UbiE/COQ5 methyltransferase
EOG092D3OQJ;Centromere protein Mis12
EOG092D3OQX;RNA recognition motif domain
EOG092D3OS3;Survival motor neuron
EOG092D3OW7;Replication termination factor 2, RING-finger
EOG092D3OXO;sequence orphan
EOG092D3OYK;Cleavage stimulation factor subunit 2, hinge domain
EOG092D3OZG;Zinc finger protein C19B12.07c
EOG092D3P0X;Zinc finger, C2H2
EOG092D3P4A;Transmembrane:Helical
EOG092D3P54;Transmembrane:Helical
EOG092D3P82;sequence orphan
EOG092D3PCK;DnaJ domain
EOG092D3PD8;Signal transduction response regulator, receiver domain
EOG092D3PEN;FRG1-like
EOG092D3PF3;Similarity:Contains Nop domain.
EOG092D3PFQ;Peptidase C54
EOG092D3PHG;Peroxin/Ferlin domain
EOG092D3PHH;Neugrin/Rrg9
EOG092D3PIF;Transmembrane:Helical
EOG092D3PKX;Protein phosphatase inhibitor 2 (IPP-2)
EOG092D3PL7;EF-hand domain
EOG092D3PLR;RNA recognition motif domain
EOG092D3PMU;Protein of unknown function DUF4646
EOG092D3PNL;Elongator complex protein 4
EOG092D3PPI;ATPase, V1 complex, subunit D
EOG092D3PRR;DNA polymerase subunit Cdc27
EOG092D3PSP;Lumazine-binding domain
EOG092D3PY2;Activator of Hsp90 ATPase, N-terminal
EOG092D3Q1W;Ornithine decarboxylase antizyme
EOG092D3Q25;sequence orphan
EOG092D3Q3O;Ribosomal protein L47, mitochondrial
EOG092D3Q73;Similarity:Contains 1 SH3 domain.
EOG092D3Q7H;Transmembrane:Helical
EOG092D3Q8H;Acyl-CoA N-acyltransferase
EOG092D3Q8X;SWI/SNF complex subunit Snf59
EOG092D3Q9Q;Glucosidase II beta subunit-like
EOG092D3QDK;Ubiquinone biosynthesis protein Coq4
EOG092D3QEX;Small-subunit processome, Utp11
EOG092D3QFD;NADP-dependent oxidoreductase domain
EOG092D3QNG;Methyltransferase-like
EOG092D3QNS;kinetochore protein mal2
EOG092D3QPP;Inner membrane mitoribosome receptor Mba1, mitochondrial
EOG092D3QPZ;Ribonuclease H2, subunit B
EOG092D3QQ9;Phosphotransferase KptA/Tpt1
EOG092D3QQQ;GYF domain
EOG092D3QR7;CDP-alcohol phosphatidyltransferase
EOG092D3QV4;Ribosomal protein L10e
EOG092D3QWP;Transcription initiation factor Rrn11
EOG092D3QXM;Ribosomal protein S6e
EOG092D3QYI;Transmembrane:Helical
EOG092D3R1Z;COQ9
EOG092D3R6G;Sde2 N-terminal domain
EOG092D3R6J;Luc7-related
EOG092D3R6Y;RNA cap guanine-N2 methyltransferase
EOG092D3R78;Similarity:Contains G-patch domain.
EOG092D3R7E;sequence orphan
EOG092D3R7M;neddylation pathway protein But1
EOG092D3R7V;Chromosome segregation protein Spc25
EOG092D3RB4;Urease accessory protein UreG
EOG092D3RDA;Chromo domain
EOG092D3RDN;GTP cyclohydrolase I
EOG092D3RDS;arrestin
EOG092D3RDW;RNA recognition motif domain
EOG092D3RDY;Activator of mitotic machinery Cdc14 phosphatase activation C-terminal
EOG092D3RI7;Velum formation protein 1-like
EOG092D3RIK;Nicotinamide riboside kinase
EOG092D3RJC;Pantoate-beta-alanine ligase
EOG092D3RKB;RuvA domain 2-like
EOG092D3RL3;Glutaredoxin
EOG092D3RLS;Transmembrane:Helical
EOG092D3RLX;mitochondrial translation protein (predicted)
EOG092D3RNW;SKI-interacting protein, SKIP
EOG092D3RO5;Transmembrane:Helical
EOG092D3ROW;S-adenosyl-L-methionine-dependent methyltransferase
EOG092D3RRC;Complex 1 LYR protein
EOG092D3RRP;A1 cistron-splicing factor, AAR2
EOG092D3RS9;PITH domain
EOG092D3RTA;Meiotically up-regulated gene 125 protein
EOG092D3RVC;Transmembrane:Helical
EOG092D3RVO;sequence orphan
EOG092D3RVV;Copper fist DNA-binding domain
EOG092D3RY1;Alpha/Beta hydrolase fold
EOG092D3RYE;BIR repeat
EOG092D3RZ8;Transmembrane:Helical
EOG092D3S02;Ribosomal protein L1-like
EOG092D3S4W;Lupus La protein
EOG092D3S58;sequence orphan
EOG092D3S7E;Phox homologous domain
EOG092D3S7I;Similarity:Belongs to the cytochrome b5 family.
EOG092D3S8T;F-actin-capping protein subunit beta
EOG092D3S92;THUMP domain
EOG092D3S94;Translation elongation factor EFTs/EF1B
EOG092D3SAY;Bicoid-interacting 3
EOG092D3SB2;Aldo/keto reductase
EOG092D3SD0;Transmembrane:Helical
EOG092D3SHS;Methyltransferase type 11
EOG092D3SJS;Ribosome biogenesis protein Nop16
EOG092D3SJT;HAD hydrolase, subfamily IA
EOG092D3SK9;Active Site:Proton donor
EOG092D3SKN;RSC complex subunit Rsc58
EOG092D3SKZ;Translation Initiation factor eIF- 4e
EOG092D3SOS;Similarity:Belongs to the mitochondrial carrier (TC 2.A.29) family.
EOG092D3SP3;APOBEC/CMP deaminase, zinc-binding
EOG092D3SP4;Transmembrane:Helical
EOG092D3SPF;Glycoside hydrolase, catalytic domain
EOG092D3SRD;Meiotically up-regulated gene 129 protein
EOG092D3SRN;Micro-fibrillar-associated protein 1, C-terminal
EOG092D3SSH;NADPH-dependent FMN reductase-like
EOG092D3SSN;Transmembrane:Helical
EOG092D3SSR;Mitochondrial ribosomal protein S25
EOG092D3SWM;Small GTPase superfamily
EOG092D3SXY;Transmembrane:Helical
EOG092D3SY5;Protein of unknown function DUF4602
EOG092D3SZI;Similarity:Contains 6 ANK repeats.
EOG092D3T5Z;MRG
EOG092D3T6F;Similarity:Contains RING-type zinc finger.
EOG092D3T7L;Bud-site selection protein, BUD22
EOG092D3T80;Similarity:Belongs to the EMP24/GP25L family.
EOG092D3T99;ATP11
EOG092D3T9S;sequence orphan
EOG092D3T9X;Small-subunit processome, Utp14
EOG092D3TDN;Phosphoadenosine phosphosulphate reductase
EOG092D3TDT;rRNA-processing protein Fcf1/Utp23
EOG092D3TET;RNA (C5-cytosine) methyltransferase
EOG092D3TF8;Mitochondrial ribosomal protein MRP51, fungi
EOG092D3TG7;Zinc finger, DHHC-type, palmitoyltransferase
EOG092D3TH8;RNA recognition motif domain
EOG092D3THJ;tRNAHis guanylyltransferase Thg1
EOG092D3TIC;RNA recognition motif domain
EOG092D3TID;conserved fungal protein
EOG092D3TIF;Ribosomal protein L10P
EOG092D3TIT;WH2 domain
EOG092D3TIY;Domain of unknown function DUF3020
EOG092D3TKA;horsetail movement protein Hrs1/Mcp6
EOG092D3TKL;NUDIX hydrolase domain
EOG092D3TKU;PRELI/MSF1 domain
EOG092D3TL4;Proteasome B-type subunit
EOG092D3TM2;F-actin-capping protein subunit alpha
EOG092D3TMN;Transmembrane:Helical
EOG092D3TNE;Phosphoribosylglycinamide formyltransferase
EOG092D3TOO;Protein of unknown function DUF4078
EOG092D3TOW;Sin3 binding protein
EOG092D3TRJ;PIN domain
EOG092D3TSA;Ubiquitin-conjugating enzyme E2
EOG092D3TSE;Ribosomal protein L7Ae/L30e/S12e/Gadd45
EOG092D3TWQ;Transmembrane:Helical
EOG092D3TXL;sequence orphan
EOG092D3TZJ;Similarity:Contains RRM (RNA recognition motif) domain.
EOG092D3TZL;Transmembrane:Helical
EOG092D3U13;Transmembrane:Helical
EOG092D3U1E;Protein of unknown function DUF2458
EOG092D3U20;Inosine/uridine-preferring nucleoside hydrolase
EOG092D3U3F;YjeF N-terminal domain
EOG092D3U5J;Similarity:Belongs to the EMP24/GP25L family.
EOG092D3U5Z;Transmembrane:Helical
EOG092D3U9S;Cytochrome c/c1 haem-lyase
EOG092D3UAG;Bacterial bifunctional deaminase-reductase, C-terminal
EOG092D3UAM;Transmembrane:Helical
EOG092D3UB5;Zn(2)-C6 fungal-type DNA-binding domain
EOG092D3UDI;Oxidoreductase, N-terminal
EOG092D3UEH;kinetochore protein fta1
EOG092D3UGL;Transmembrane:Helical
EOG092D3UHX;Transcription factor TFIID, subunit 8, C-terminal
EOG092D3UHZ;Autophagy-related protein 1010
EOG092D3UIS;Zinc finger, PHD-type
EOG092D3UL3;Clr6 histone deacetylase complex subunit Sds3
EOG092D3UNA;Transmembrane:Helical
EOG092D3UPV;Small GTPase superfamily
EOG092D3UQ8;Transmembrane:Helical
EOG092D3UQ9;FMN-binding split barrel
EOG092D3UR9;Protein kinase-like domain
EOG092D3UTC;RNA recognition motif domain
EOG092D3UVA;Transmembrane:Helical
EOG092D3UYQ;Alpha/Beta hydrolase fold
EOG092D3UZB;Pseudouridine synthase, catalytic domain
EOG092D3UZW;Forkhead-associated (FHA) domain
EOG092D3V11;Similarity:Belongs to the mitochondrial carrier (TC 2.A.29) family.
EOG092D3V15;CDP-diacylglycerol--serine O-phosphatidyltransferase
EOG092D3V1Q;Similarity:Contains 1 SH3 domain.
EOG092D3V1W;Ribosomal protein L23/L15e core domain
EOG092D3V2Z;RNase P subunit p30
EOG092D3V3A;Transmembrane:Helical
EOG092D3V3X;Uncharacterized protein C323.03c
EOG092D3V44;Pentatricopeptide repeat
EOG092D3V6J;Histidine phosphatase superfamily
EOG092D3V6S;Domain of unknown function DUF4050
EOG092D3VB4;SWIB domain
EOG092D3VES;Transmembrane:Helical
EOG092D3VG1;Meiotically up-regulated gene 43 protein
EOG092D3VG3;1-acyl-sn-glycerol-3-phosphate acyltransferase
EOG092D3VHD;Similarity:Contains longin domain.
EOG092D3VHN;GINS complex
EOG092D3VIM;sequence orphan
EOG092D3VIZ;Topoisomerase II-associated protein PAT1
EOG092D3VJN;Snf7 family
EOG092D3VJX;EAP30
EOG092D3VL7;Protein-tyrosine phosphatase, low molecular weight
EOG092D3VLA;Ran-interacting Mog1 protein
EOG092D3VLH;Small GTPase superfamily
EOG092D3VNW;Similarity:Contains longin domain.
EOG092D3VON;Isy1-like splicing
EOG092D3VOQ;Ribosome maturation protein SBDS, N-terminal
EOG092D3VPE;OTU domain
EOG092D3VPV;RNA recognition motif domain
EOG092D3VQN;mediator complex subunit Pmc6
EOG092D3VR8;Mediator complex, subunit Med4
EOG092D3VS1;Domain of unknown function DUF2040
EOG092D3VS3;RED-like, N-terminal
EOG092D3VVW;Similarity:Belongs to the GST superfamily.
EOG092D3VWC;Carbon-nitrogen hydrolase
EOG092D3VXC;Acyl-CoA N-acyltransferase
EOG092D3VYS;NOT2/NOT3/NOT5
EOG092D3W2K;High mobility group box domain
EOG092D3W3U;Meiotically up-regulated gene 130 protein
EOG092D3W3V;sequence orphan
EOG092D3W4E;sequence orphan
EOG092D3W5S;Translation protein SH3-like domain
EOG092D3W9T;Small heat shock protein HSP20
EOG092D3WAH;Ribosomal protein L13e
EOG092D3WAR;Similarity:Contains 1 F-box domain.
EOG092D3WBP;Tetratricopeptide repeat-containing domain
EOG092D3WC5;Proteasome B-type subunit
EOG092D3WCT;Transmembrane:Helical
EOG092D3WFA;Similarity:Contains CTLH domain.
EOG092D3WFG;RNA recognition motif domain
EOG092D3WHS;AMP-activated protein kinase, glycogen-binding domain
EOG092D3WMN;Winged helix-turn-helix DNA-binding domain
EOG092D3WO0;Phosphoribosyltransferase-like
EOG092D3WPA;RNA polymerase II subunit A
EOG092D3WQ9;S-adenosyl-L-methionine-dependent methyltransferase
EOG092D3WQU;Similarity:Contains 1 SH3 domain.
EOG092D3WQV;Ribosomal protein S5 domain 2-type fold
EOG092D3WSA;Histone deposition protein Asf1
EOG092D3WTX;PDZ domain
EOG092D3WU4;Transmembrane:Helical
EOG092D3WUX;Ribosomal protein L5 domain
EOG092D3WW4;Small GTPase superfamily
