id_Uniprot;id_NCBI;protein_recommended_name;id_pfam
RN146_MOUSE;68031;E3 ubiquitin-protein ligase RNF146;PF02825
RN148_HUMAN;378925;RING finger protein 148;PF02225|PF13639
RN148_MOUSE;71300;RING finger protein 148;PF02225|PF13639
RN149_HUMAN;284996;E3 ubiquitin-protein ligase RNF149;PF02225|PF13639
RN149_MOUSE;67702;E3 ubiquitin-protein ligase RNF149;PF02225|PF13639
RN150_DANRE;792211;RING finger protein 150;PF13639
RN150_HUMAN;57484;RING finger protein 150;PF02225|PF13639
RN150_MOUSE;330812;RING finger protein 150;PF02225|PF13639
RN151_MOUSE;67504;RING finger protein 151;PF02176
RN152_DANRE;541544;E3 ubiquitin-protein ligase rnf152;PF00097
RN152_HUMAN;220441;E3 ubiquitin-protein ligase RNF152;PF14634
RN152_MOUSE;320311;E3 ubiquitin-protein ligase RNF152;PF14634
RN165_HUMAN;494470;E3 ubiquitin-protein ligase RNF165;PF13639
RN165_MOUSE;225743;E3 ubiquitin-protein ligase RNF165;PF13639
RN166_HUMAN;115992;RING finger protein 166;PF05605
RN166_MOUSE;68718;RING finger protein 166;PF05605
RN167_HUMAN;26001;E3 ubiquitin-protein ligase RNF167;PF02225|PF13639
RN167_MOUSE;70510;E3 ubiquitin-protein ligase RNF167;PF02225|PF13639
RN169_DANRE;795748;E3 ubiquitin-protein ligase RNF169;PF00097
RN170_DANRE;406612;E3 ubiquitin-protein ligase RNF170;PF06803|PF00097
RN170_HUMAN;81790;E3 ubiquitin-protein ligase RNF170;PF06803|PF00097
RN170_MOUSE;77733;E3 ubiquitin-protein ligase RNF170;PF06803|PF00097
RN181_DANRE;393276;E3 ubiquitin-protein ligase RNF181;PF13639
RN181_DROME;42230;E3 ubiquitin-protein ligase RNF181 homolog;PF13639
RN181_HUMAN;51255;E3 ubiquitin-protein ligase RNF181;PF13639
RN181_MOUSE;66510;E3 ubiquitin-protein ligase RNF181;PF13639
RN182_HUMAN;221687;E3 ubiquitin-protein ligase RNF182;PF13639
RN182_MOUSE;328234;E3 ubiquitin-protein ligase RNF182;PF13639
RN183_HUMAN;138065;Probable E3 ubiquitin-protein ligase RNF183;PF13639
RN183_MOUSE;76072;Probable E3 ubiquitin-protein ligase RNF183;PF13639
RN186_MOUSE;66825;RING finger protein 186;PF14634
RN187_HUMAN;149603;E3 ubiquitin-protein ligase RNF187;PF00097
RN187_MOUSE;108660;E3 ubiquitin-protein ligase RNF187;PF00097
RN19A_HUMAN;25897;E3 ubiquitin-protein ligase RNF19A;PF01485
RN19A_MOUSE;30945;E3 ubiquitin-protein ligase RNF19A;PF01485
RN19B_DANRE;562396;E3 ubiquitin-protein ligase RNF19B;PF01485
RN19B_HUMAN;127544;E3 ubiquitin-protein ligase RNF19B;PF01485
RN19B_MOUSE;75234;E3 ubiquitin-protein ligase RNF19B;PF01485
RN207_CAEEL;179566;Probable RING finger protein 207 homolog;PF03915|PF00643
RN207_DANRE;568322;RING finger protein 207;PF03915|PF00643
RN207_HUMAN;388591;RING finger protein 207;PF00643|PF00097
RN207_MOUSE;433809;RING finger protein 207;PF12126|PF00643|PF00097
RN212_HUMAN;285498;Probable E3 SUMO-protein ligase RNF212;PF14634
RN213_HUMAN;57674;E3 ubiquitin-protein ligase RNF213;PF00097
RN215_HUMAN;200312;RING finger protein 215;PF13639
RN215_MOUSE;71673;RING finger protein 215;PF13639
RN217_HUMAN;154214;Probable E3 ubiquitin-protein ligase RNF217;PF01485
RN217_MOUSE;268291;Probable E3 ubiquitin-protein ligase RNF217;PF01485
RN220_HUMAN;55182;E3 ubiquitin-protein ligase RNF220;PF15926
RN220_MOUSE;66743;E3 ubiquitin-protein ligase Rnf220;PF15926
RN222_HUMAN;643904;RING finger protein 222;PF13445
RN222_MOUSE;320040;RING finger protein 222;PF13445
RN223_HUMAN;401934;RING finger protein 223;PF13639
RN224_HUMAN;643596;RING finger protein 224;PF13445
RN224_MOUSE;329360;RING finger protein 224;PF13445
RN225_HUMAN;646862;RING finger protein 225;PF13639
RN225_MOUSE;381845;RING finger protein 225;PF13639
RN5A_HUMAN;6041;2-5A-dependent ribonuclease;PF12796|PF00069|PF06479
RN5A_MOUSE;24014;2-5A-dependent ribonuclease;PF12796|PF13606|PF00069|PF06479
RNA14_SCHPO;2541600;mRNA 3'-end-processing protein rna14;PF05843
RNAS1_HUMAN;6035;Ribonuclease pancreatic;PF00074
RNAS2_HUMAN;6036;Non-secretory ribonuclease;PF00074
RNAS2_MOUSE;53877;Non-secretory ribonuclease;PF00074
RNAS4_HUMAN;6038;Ribonuclease 4;PF00074
RNAS6_HUMAN;6039;Ribonuclease K6;PF00074
RNAS6_MOUSE;78416;Ribonuclease K6;PF00074
RNAS7_HUMAN;84659;Ribonuclease 7;PF00074
RNAS8_HUMAN;122665;Ribonuclease 8;PF00074
RNAS9_HUMAN;390443;Inactive ribonuclease-like protein 9;PF00074
RNAS9_MOUSE;328401;Inactive ribonuclease-like protein 9;PF00074
RNB3L_HUMAN;202151;Ran-binding protein 3-like;PF00638
RNB3L_MOUSE;223332;Ran-binding protein 3-like;PF00638
RNBP6_HUMAN;26953;Ran-binding protein 6;PF02985
RNBP6_MOUSE;240614;Ran-binding protein 6;PF02985
RNC1_SCHPO;2539434;RNA-binding protein rnc1;PF00013
RNC_CAEEL;172830;Ribonuclease 3;PF00035|PF14622|PF00636
RNC_HUMAN;29102;Ribonuclease 3;PF00035|PF14622|PF00636
RNC_MOUSE;14000;Ribonuclease 3;PF00035|PF14622|PF00636
RND1_HUMAN;27289;Rho-related GTP-binding protein Rho6;PF00071
RND1_MOUSE;223881;Rho-related GTP-binding protein Rho6;PF00071
RND2_HUMAN;8153;Rho-related GTP-binding protein RhoN;PF00071
RND2_MOUSE;11858;Rho-related GTP-binding protein RhoN;PF00071
RND3_HUMAN;390;Rho-related GTP-binding protein RhoE;PF00071
RND3_MOUSE;74194;Rho-related GTP-binding protein RhoE;PF00071
RNF10_HUMAN;9921;RING finger protein 10;PF13639
RNF10_MOUSE;50849;RING finger protein 10;PF13639
RNF11_HUMAN;26994;RING finger protein 11;PF13639
RNF11_MOUSE;29864;RING finger protein 11;PF13639
RNF12_HUMAN;51132;E3 ubiquitin-protein ligase RLIM;PF13639
RNF12_MOUSE;19820;E3 ubiquitin-protein ligase RLIM;PF13639
RNF13_HUMAN;11342;E3 ubiquitin-protein ligase RNF13;PF02225|PF13639
RNF13_MOUSE;24017;E3 ubiquitin-protein ligase RNF13;PF02225|PF13639
RNF14_HUMAN;9604;E3 ubiquitin-protein ligase RNF14;PF01485|PF05773
RNF14_MOUSE;56736;E3 ubiquitin-protein ligase RNF14;PF01485|PF05773
RNF17_HUMAN;56163;RING finger protein 17;PF00567
RNF17_MOUSE;30054;RING finger protein 17;PF00567
RNF24_HUMAN;11237;RING finger protein 24;PF13639
RNF24_MOUSE;51902;RING finger protein 24;PF13639
RNF25_HUMAN;64320;E3 ubiquitin-protein ligase RNF25;PF05773
RNF25_MOUSE;57751;E3 ubiquitin-protein ligase RNF25;PF05773
RNF31_HUMAN;55072;E3 ubiquitin-protein ligase RNF31;PF16678|PF01485|PF09409
RNF31_MOUSE;268749;E3 ubiquitin-protein ligase RNF31;PF16678|PF01485|PF09409
RNF32_HUMAN;140545;RING finger protein 32;PF00612|PF13639|PF13445
RNF32_MOUSE;56874;RING finger protein 32;PF00612|PF13639|PF13445
RNF37_HUMAN;22888;RING finger protein 37;PF04564
RNF37_MOUSE;140629;RING finger protein 37;PF04564|PF14634
RNF38_HUMAN;152006;E3 ubiquitin-protein ligase RNF38;PF13639
RNF38_MOUSE;73469;E3 ubiquitin-protein ligase RNF38;PF13639
RNF39_HUMAN;80352;RING finger protein 39;PF13765
RNF41_DANRE;406837;E3 ubiquitin-protein ligase NRDP1;PF08941
RNF41_HUMAN;10193;E3 ubiquitin-protein ligase NRDP1;PF08941
RNF41_MOUSE;67588;E3 ubiquitin-protein ligase NRDP1;PF08941
RNF43_HUMAN;54894;E3 ubiquitin-protein ligase RNF43;PF13639
RNF43_MOUSE;207742;E3 ubiquitin-protein ligase RNF43;PF13639
RNF44_DANRE;767686;RING finger protein 44;PF13639
RNF44_HUMAN;22838;RING finger protein 44;PF13639
RNF44_MOUSE;105239;RING finger protein 44;PF13639
RNF4_HUMAN;6047;E3 ubiquitin-protein ligase RNF4;PF13639
RNF4_MOUSE;19822;E3 ubiquitin-protein ligase RNF4;PF13639
RNF6_HUMAN;6049;E3 ubiquitin-protein ligase RNF6;PF13639
RNF6_MOUSE;74132;E3 ubiquitin-protein ligase RNF6;PF13639
RNF8_DANRE;404050;E3 ubiquitin-protein ligase rnf8;PF00498|PF00097
RNF8_HUMAN;9025;E3 ubiquitin-protein ligase RNF8;PF00498
RNF8_MOUSE;58230;E3 ubiquitin-protein ligase RNF8;PF00498|PF00097
RNFT1_DANRE;406509;E3 ubiquitin-protein ligase RNFT1;PF13639
RNG2_SCHPO;2543129;Ras GTPase-activating-like protein rng2;PF00307|PF00612|PF00616|PF03836
RNH1_HUMAN;246243;Ribonuclease H1;PF01693|PF00075
RNH1_SCHPO;2540252;Ribonuclease H;PF01693|PF00075
RNH2A_CAEEL;266861;Ribonuclease H2 subunit A;PF01351
RNH2A_DROME;33213;Ribonuclease H2 subunit A;PF01351
RNH2A_HUMAN;10535;Ribonuclease H2 subunit A;PF01351
RNH2A_MOUSE;69724;Ribonuclease H2 subunit A;PF01351
RNH2A_SCHPO;2541542;Ribonuclease H2 subunit A;PF01351
RNH2B_HUMAN;79621;Ribonuclease H2 subunit B;PF09468
RNH2B_MOUSE;67153;Ribonuclease H2 subunit B;PF09468
RNH2C_HUMAN;84153;Ribonuclease H2 subunit C;PF08615
RNH2C_MOUSE;68209;Ribonuclease H2 subunit C;PF08615
RNLS_HUMAN;55328;Renalase;PF01593
RNLS_MOUSE;67795;Renalase;PF01593
RNO_DROME;38027;PHD finger protein rhinoceros;PF10513
RNP1_CAEEL;179672;RNA-binding protein rnp-1;PF00076
RNP24_SCHPO;2542965;RNA-binding protein rnp24;PF00076
RNP3_SCHPO;2543062;Probable ribonuclease P protein subunit 3;PF01876
RNP4F_DROME;31448;RNA-binding protein 4F;PF05391|PF00076
RNPL1_HUMAN;57140;Aminopeptidase RNPEPL1;PF09127|PF01433
RNPL1_MOUSE;108657;Aminopeptidase RNPEPL1;PF09127|PF01433
RNPS1_DANRE;103909923;RNA-binding protein with serine-rich domain 1;PF00076
RNPS1_HUMAN;10921;RNA-binding protein with serine-rich domain 1;PF00076
RNPS1_MOUSE;19826;RNA-binding protein with serine-rich domain 1;PF00076
RNPS1_SCHPO;2539695;RNA-binding protein with serine-rich domain 1 homolog;PF00076
RNS10_HUMAN;338879;Inactive ribonuclease-like protein 10;PF00074
RNS10_MOUSE;75019;Inactive ribonuclease-like protein 10;PF00074
RNS11_HUMAN;122651;Probable ribonuclease 11;PF00074
RNS12_HUMAN;493901;Probable inactive ribonuclease-like protein 12;PF00074
RNS12_MOUSE;497106;Probable inactive ribonuclease-like protein 12;PF00074
RNS13_HUMAN;440163;Probable inactive ribonuclease-like protein 13;PF00074
RNS13_MOUSE;497071;Probable inactive ribonuclease-like protein 13;PF00074
RNS2B_MOUSE;54159;Ribonuclease 2B;PF00074
RNSL3_DANRE;798787;Ribonuclease-like 3;PF00074
RNT2A_MOUSE;100037283;Ribonuclease T2-A;PF00445
RNT2B_MOUSE;100037283;Ribonuclease T2-B;PF00445
RNT2_DANRE;791890;Ribonuclease T2;PF00445
RNT2_HUMAN;8635;Ribonuclease T2;PF00445
RNZ1_HUMAN;55520;Zinc phosphodiesterase ELAC protein 1;PF00753|PF12706
RNZ1_MOUSE;114615;Zinc phosphodiesterase ELAC protein 1;PF00753|PF12706
RNZ1_SCHPO;2542457;Ribonuclease Z 1;PF12706|PF13691
RNZ2_HUMAN;60528;Zinc phosphodiesterase ELAC protein 2;PF12706|PF13691
RNZ2_MOUSE;68626;Zinc phosphodiesterase ELAC protein 2;PF12706|PF13691
RNZ2_SCHPO;2540985;Ribonuclease Z 2, mitochondrial;PF12706|PF13691
RNZ_CAEEL;177241;Ribonuclease Z;PF12706
RNZ_DROME;36086;Ribonuclease Z, mitochondrial;PF12706|PF13691
RO52_HUMAN;6737;E3 ubiquitin-protein ligase TRIM21;PF13765|PF00622|PF00643
RO60_CAEEL;179425;60 kDa SS-A/Ro ribonucleoprotein homolog;PF05731
RO60_HUMAN;6738;60 kDa SS-A/Ro ribonucleoprotein;PF05731
RO60_MOUSE;20822;60 kDa SS-A/Ro ribonucleoprotein;PF05731
ROA0_HUMAN;10949;Heterogeneous nuclear ribonucleoprotein A0;PF00076
ROA0_MOUSE;77134;Heterogeneous nuclear ribonucleoprotein A0;PF00076
ROA1_CAEEL;177101;Heterogeneous nuclear ribonucleoprotein A1;PF00076
ROA1_DROME;43385;Heterogeneous nuclear ribonucleoprotein A1;PF00076
ROA1_HUMAN;3178;Heterogeneous nuclear ribonucleoprotein A1;PF11627|PF00076
ROA1_MOUSE;15382;Heterogeneous nuclear ribonucleoprotein A1;PF11627|PF00076
ROA2_HUMAN;3181;Heterogeneous nuclear ribonucleoproteins A2/B1;PF00076
ROA2_MOUSE;53379;Heterogeneous nuclear ribonucleoproteins A2/B1;PF00076
ROA3_HUMAN;220988;Heterogeneous nuclear ribonucleoprotein A3;PF00076
ROA3_MOUSE;229279;Heterogeneous nuclear ribonucleoprotein A3;PF00076
ROAA_HUMAN;3182;Heterogeneous nuclear ribonucleoprotein A/B;PF08143|PF00076
ROAA_MOUSE;15384;Heterogeneous nuclear ribonucleoprotein A/B;PF08143|PF00076
ROBO1_HUMAN;6091;Roundabout homolog 1;PF00041|PF07679
ROBO1_MOUSE;19876;Roundabout homolog 1;PF00041|PF07679
ROBO2_HUMAN;6092;Roundabout homolog 2;PF00041|PF07679
ROBO3_HUMAN;64221;Roundabout homolog 3;PF00041|PF07679
ROBO4_HUMAN;54538;Roundabout homolog 4;PF00041|PF07679
ROBO4_MOUSE;74144;Roundabout homolog 4;PF00041|PF07679
ROCK1_HUMAN;6093;Rho-associated protein kinase 1;PF00069|PF08912
ROCK1_MOUSE;19877;Rho-associated protein kinase 1;PF00069|PF08912
ROCK2_HUMAN;9475;Rho-associated protein kinase 2;PF00069|PF08912
ROCK2_MOUSE;19878;Rho-associated protein kinase 2;PF00069|PF08912
ROCK_CAEEL;172088;Rho-associated protein kinase let-502 {ECO:0000250|UniProtKB:Q13464, ECO:0000303|PubMed:9042856};PF00069
ROGDI_CAEEL;176058;Protein rogdi homolog;PF10259
ROGDI_DANRE;335642;Protein rogdi homolog;PF10259
ROGDI_DROME;39917;Protein rogdi;PF10259
ROGDI_HUMAN;79641;Protein rogdi homolog;PF10259
ROGDI_MOUSE;66049;Protein rogdi homolog;PF10259
ROK1_SCHPO;2541786;ATP-dependent RNA helicase rok1;PF00270|PF00271
ROL3_CAEEL;179204;Protein roller-3;PF07714
ROL6_CAEEL;174397;Cuticle collagen rol-6;PF01484|PF01391
ROM1_CAEEL;184989;Rhomboid-related protein 1;PF01694
ROM1_HUMAN;6094;Rod outer segment membrane protein 1;PF00335
ROM1_MOUSE;19881;Rod outer segment membrane protein 1;PF00335
ROM2_CAEEL;183564;Rhomboid-related protein 2;PF01694
ROMO1_DANRE;393770;Reactive oxygen species modulator 1;PF10247
ROMO1_HUMAN;140823;Reactive oxygen species modulator 1;PF10247
ROMO1_MOUSE;67067;Reactive oxygen species modulator 1;PF10247
RON_HUMAN;4486;Macrophage-stimulating protein receptor;PF07714|PF01403|PF01833
RON_MOUSE;19882;Macrophage-stimulating protein receptor;PF07714|PF01403|PF01833
ROP_DROME;38493;Protein ROP;PF00995
ROP_ECOLX;13877151;Regulatory protein rop;PF01815
ROR1_DROME;34367;Tyrosine-protein kinase transmembrane receptor Ror;PF00051|PF07714
ROR1_HUMAN;4919;Inactive tyrosine-protein kinase transmembrane receptor ROR1;PF01392|PF07679|PF00051|PF07714
ROR1_MOUSE;26563;Inactive tyrosine-protein kinase transmembrane receptor ROR1;PF01392|PF07679|PF00051|PF07714
ROR2_DROME;36445;Tyrosine-protein kinase transmembrane receptor Ror2;PF01392|PF00051|PF07714
ROR2_HUMAN;4920;Tyrosine-protein kinase transmembrane receptor ROR2;PF01392|PF07679|PF00051|PF07714
RORA_HUMAN;6095;Nuclear receptor ROR-alpha;PF00104|PF00105
RORA_MOUSE;19883;Nuclear receptor ROR-alpha;PF00104|PF00105
RORB_MOUSE;225998;Nuclear receptor ROR-beta;PF00104|PF00105
RORG_HUMAN;6097;Nuclear receptor ROR-gamma;PF00104|PF00105
RORG_MOUSE;19885;Nuclear receptor ROR-gamma;PF00104|PF00105
ROS1_HUMAN;6098;Proto-oncogene tyrosine-protein kinase ROS;PF00041|PF07714
ROS1_MOUSE;19886;Proto-oncogene tyrosine-protein kinase ROS;PF00041|PF07714
ROT1_SCHPO;2541623;Protein rot1;PF10681
ROUGH_DROME;43234;Homeobox protein rough;PF00046
RP1L1_MOUSE;271209;Retinitis pigmentosa 1-like 1 protein;PF03607
RP1_HUMAN;6101;Oxygen-regulated protein 1;PF03607
RP1_MOUSE;19888;Oxygen-regulated protein 1;PF03607
RP25L_HUMAN;138716;Ribonuclease P protein subunit p25-like protein;PF01918
RP25L_MOUSE;69961;Ribonuclease P protein subunit p25-like protein;PF01918
RP3A_HUMAN;22895;Rabphilin-3A;PF00168
RP3A_MOUSE;19894;Rabphilin-3A;PF00168
RP65A_DANRE;393724;Retinoid isomerohydrolase;PF03055
RP65B_DANRE;100002865;All-trans-retinyl ester 13-cis isomerohydrolase;PF03055
RP65C_DANRE;100004076;Retinal Mueller cells isomerohydrolase;PF03055
RPA12_HUMAN;30834;DNA-directed RNA polymerase I subunit RPA12;PF01096
RPA12_MOUSE;66136;DNA-directed RNA polymerase I subunit RPA12;PF01096
RPA12_SCHPO;2538906;DNA-directed RNA polymerase I subunit RPA12;PF02150|PF01096
RPA1_DROME;36617;DNA-directed RNA polymerase I subunit RPA1;PF04997|PF00623|PF04983|PF05000|PF04998
RPA1_HUMAN;25885;DNA-directed RNA polymerase I subunit RPA1;PF04997|PF00623|PF04983|PF05000|PF04998
RPA1_MOUSE;20019;DNA-directed RNA polymerase I subunit RPA1;PF04997|PF00623|PF04983|PF05000|PF04998
RPA1_SCHPO;2540873;DNA-directed RNA polymerase I subunit rpa1;PF04997|PF00623|PF04983|PF05000|PF04998
RPA2_DROME;33210;DNA-directed RNA polymerase I subunit RPA2;PF06883|PF04563|PF04561|PF04565|PF00562|PF04560
RPA2_HUMAN;84172;DNA-directed RNA polymerase I subunit RPA2;PF06883|PF04563|PF04561|PF04565|PF00562|PF04560
RPA2_MOUSE;20017;DNA-directed RNA polymerase I subunit RPA2;PF06883|PF04563|PF04561|PF04565|PF00562|PF04560
RPA2_SCHPO;2541280;Probable DNA-directed RNA polymerase I subunit RPA2;PF06883|PF04563|PF04561|PF04565|PF00562|PF04560
RPA34_HUMAN;10849;DNA-directed RNA polymerase I subunit RPA34;PF08208
RPA34_MOUSE;70333;DNA-directed RNA polymerase I subunit RPA34;PF08208
RPA34_SCHPO;2539699;DNA-directed RNA polymerase I subunit rpa34;PF08208
RPA43_DANRE;402856;DNA-directed RNA polymerase I subunit RPA43;PF03876
RPA43_HUMAN;221830;DNA-directed RNA polymerase I subunit RPA43;PF03876
RPA43_MOUSE;28071;DNA-directed RNA polymerase I subunit RPA43;PF03876
RPA43_SCHPO;2540989;DNA-directed RNA polymerase I subunit rpa43;PF03876
RPA49_HUMAN;64425;DNA-directed RNA polymerase I subunit RPA49;PF06870
RPA49_MOUSE;64424;DNA-directed RNA polymerase I subunit RPA49;PF06870
RPA49_SCHPO;2541914;DNA-directed RNA polymerase I subunit rpa49;PF06870
RPAB1_CAEEL;172412;DNA-directed RNA polymerases I, II, and III subunit RPABC1;PF01191|PF03871
RPAB1_HUMAN;5434;DNA-directed RNA polymerases I, II, and III subunit RPABC1;PF01191|PF03871
RPAB1_MOUSE;66420;DNA-directed RNA polymerases I, II, and III subunit RPABC1;PF01191|PF03871
RPAB1_SCHPO;2541910;DNA-directed RNA polymerases I, II, and III subunit RPABC1;PF01191|PF03871
RPAB2_CAEEL;174630;Probable DNA-directed RNA polymerases I, II, and III subunit RPABC2;PF01192
RPAB2_DROME;48312;DNA-directed RNA polymerases I, II, and III subunit RPABC2;PF01192
RPAB2_HUMAN;5435;DNA-directed RNA polymerases I, II, and III subunit RPABC2;PF01192
RPAB2_MOUSE;69833;DNA-directed RNA polymerases I, II, and III subunit RPABC2;PF01192
RPAB2_SCHPO;2539083;DNA-directed RNA polymerases I, II, and III subunit RPABC2;PF01192
RPAB3_CAEEL;175660;Probable DNA-directed RNA polymerases I, II, and III subunit RPABC3;PF03870
RPAB3_HUMAN;5437;DNA-directed RNA polymerases I, II, and III subunit RPABC3;PF03870
RPAB3_MOUSE;245841;DNA-directed RNA polymerases I, II, and III subunit RPABC3;PF03870
RPAB3_SCHPO;2539794;DNA-directed RNA polymerases I, II, and III subunit RPABC3;PF03870
RPAB4_HUMAN;5440;DNA-directed RNA polymerases I, II, and III subunit RPABC4;PF03604
RPAB4_MOUSE;17749;DNA-directed RNA polymerases I, II, and III subunit RPABC4;PF03604
RPAB4_SCHPO;2540793;DNA-directed RNA polymerases I, II, and III subunit RPABC4;PF03604
RPAB5_CAEEL;171763;DNA-directed RNA polymerases I, II, and III subunit RPABC5;PF01194
RPAB5_DROME;42942;DNA-directed RNA polymerases I, II, and III subunit RPABC5;PF01194
RPAB5_HUMAN;5441;DNA-directed RNA polymerases I, II, and III subunit RPABC5;PF01194
RPAB5_MOUSE;66491;DNA-directed RNA polymerases I, II, and III subunit RPABC5;PF01194
RPAB5_SCHPO;2542233;DNA-directed RNA polymerases I, II, and III subunit RPABC5;PF01194
RPAC1_HUMAN;9533;DNA-directed RNA polymerases I and III subunit RPAC1;PF01000|PF01193
RPAC1_MOUSE;20016;DNA-directed RNA polymerases I and III subunit RPAC1;PF01000|PF01193
RPAC1_SCHPO;2539663;DNA-directed RNA polymerases I and III subunit RPAC1;PF01000|PF01193
RPAC2_CAEEL;176362;Probable DNA-directed RNA polymerases I and III subunit RPAC2;PF13656
RPAC2_DANRE;445412;DNA-directed RNA polymerases I and III subunit RPAC2;PF13656
RPAC2_DROME;35196;Probable DNA-directed RNA polymerases I and III subunit RPAC2;PF13656
RPAC2_HUMAN;51082;DNA-directed RNA polymerases I and III subunit RPAC2;PF13656
RPAC2_MOUSE;20018;DNA-directed RNA polymerases I and III subunit RPAC2;PF13656
RPAC2_SCHPO;2542799;DNA-directed RNA polymerases I and III subunit RPAC2;PF13656
RPAP1_HUMAN;26015;RNA polymerase II-associated protein 1;PF08620|PF08621
RPAP1_MOUSE;68925;RNA polymerase II-associated protein 1;PF08620|PF08621
RPAP2_CAEEL;176267;Putative RNA polymerase II subunit B1 CTD phosphatase R08D7.2;PF04181
RPAP2_DANRE;554138;Putative RNA polymerase II subunit B1 CTD phosphatase rpap2;PF04181
RPAP2_DROME;5740752;Putative RNA polymerase II subunit B1 CTD phosphatase RPAP2 homolog;PF04181
RPAP2_HUMAN;79871;Putative RNA polymerase II subunit B1 CTD phosphatase RPAP2;PF04181
RPAP2_MOUSE;231571;Putative RNA polymerase II subunit B1 CTD phosphatase Rpap2;PF04181
RPAP2_SCHPO;2542005;Putative RNA polymerase II subunit B1 CTD phosphatase rtr1;PF04181
RPAP3_HUMAN;79657;RNA polymerase II-associated protein 3;PF13877|PF00515|PF13176|PF13181
RPAP3_MOUSE;71919;RNA polymerase II-associated protein 3;PF13877|PF00515|PF13176
RPB11_CAEEL;175056;Probable DNA-directed RNA polymerase II subunit RPB11;PF13656
RPB11_DROME;35043;DNA-directed RNA polymerase II subunit RPB11;PF13656
RPB11_HUMAN;5439;DNA-directed RNA polymerase II subunit RPB11-a;PF13656
RPB11_SCHPO;2543112;DNA-directed RNA polymerase II subunit RPB11;PF13656
RPB1B_HUMAN;246721;DNA-directed RNA polymerase II subunit RPB11-b1;PF13656
RPB1_CAEEL;177190;DNA-directed RNA polymerase II subunit RPB1;PF04997|PF00623|PF04983|PF05000|PF04998|PF04992|PF04990|PF05001
RPB1_DROME;32100;DNA-directed RNA polymerase II subunit RPB1;PF04997|PF00623|PF04983|PF05000|PF04998|PF04992|PF04990
RPB1_HUMAN;5430;DNA-directed RNA polymerase II subunit RPB1;PF04997|PF00623|PF04983|PF05000|PF04998|PF04992|PF04990|PF05001
RPB1_MOUSE;20020;DNA-directed RNA polymerase II subunit RPB1;PF04997|PF00623|PF04983|PF05000|PF04998|PF04992|PF04990|PF05001
RPB1_SCHPO;2540292;DNA-directed RNA polymerase II subunit rpb1;PF04997|PF00623|PF04983|PF05000|PF04998|PF04992|PF04990|PF05001
RPB2_CAEEL;175668;DNA-directed RNA polymerase II subunit RPB2;PF04563|PF04561|PF04565|PF04566|PF04567|PF00562|PF04560
